datetime,close,volume,open,high,low,missing
2014-04-11,2.93,0.0,2.93,2.93,2.93,0.0
2014-04-14,3.12,13345.0,2.85,3.12,2.85,0.0
2014-04-15,3.1501,5250.0,3.15,3.439,3.15,0.0
2014-04-16,3.15,1500.0,3.407,3.407,3.15,0.0
2014-04-17,3.12,3970.0,3.28,3.4,3.11,0.0
2014-04-18,3.12,3970.0,3.28,3.4,3.11,1.0
2014-04-21,2.8201,16834.0,3.1,3.17,2.74,0.0
2014-04-22,2.91,2764.0,2.85,2.91,2.85,0.0
2014-04-23,2.91,0.0,2.91,2.91,2.91,0.0
2014-04-24,2.7519,3305.0,2.99,2.99,2.75,0.0
2014-04-25,2.7801,420.0,2.81,2.81,2.7801,0.0
2014-04-28,2.93,3200.0,2.9819,2.9819,2.9,0.0
2014-04-29,2.9724,101.0,2.9724,2.9724,2.9724,0.0
2014-04-30,2.9724,0.0,2.9724,2.9724,2.9724,0.0
2014-05-01,2.9899,1002.0,2.84,2.9899,2.84,0.0
2014-05-02,2.97,2300.0,2.975,2.9899,2.97,0.0
2014-05-05,2.97,21609.0,2.85,2.98,2.67,0.0
2014-05-06,2.967,3300.0,2.792,2.967,2.792,0.0
2014-05-07,3.2,7696.0,2.9863,3.2001,2.9745,0.0
2014-05-08,2.99,5050.0,3.15,3.15,2.99,0.0
2014-05-09,3.045,8000.0,3.02,3.05,2.84,0.0
2014-05-12,3.09,9316.0,3.09,3.15,3.01,0.0
2014-05-13,3.15,5056.0,3.14,3.15,2.94,0.0
2014-05-14,3.19,1900.0,3.0,3.19,3.0,0.0
2014-05-15,3.28,5533.0,3.19,3.28,3.18,0.0
2014-05-16,3.292,7295.0,3.27,3.3,3.26,0.0
2014-05-19,3.29,12611.0,3.285,3.3,3.27,0.0
2014-05-20,3.2,7973.0,3.3,3.38,3.2,0.0
2014-05-21,3.12,2400.0,3.2,3.2,3.12,0.0
2014-05-22,3.1635,3050.0,3.15,3.2,3.15,0.0
2014-05-23,3.2101,15818.0,3.35,3.35,3.17,0.0
2014-05-26,3.2101,15818.0,3.35,3.35,3.17,1.0
2014-05-27,3.35,1778.0,3.355,3.355,3.27,0.0
2014-05-28,3.325,4424.0,3.3,3.325,3.25,0.0
2014-05-29,3.11,3084.0,3.34,3.35,3.11,0.0
2014-05-30,3.11,2026.0,3.11,3.11,3.11,0.0
2014-06-02,3.2099,4515.0,3.23,3.23,3.14,0.0
2014-06-03,3.2099,0.0,3.2099,3.2099,3.2099,0.0
2014-06-04,3.08,3156.0,3.02,3.1,2.99,0.0
2014-06-05,3.2399,11956.0,3.14,3.39,3.06,0.0
2014-06-06,3.17,13400.0,3.18,3.39,3.17,0.0
2014-06-09,3.16,9800.0,3.16,3.38,3.12,0.0
2014-06-10,3.124,10234.0,3.16,3.24,3.124,0.0
